0, 1277.63
1, 1.06116
2, 168.724
3, 1.06116
4, 1.06116
5, 1.06116
6, 0.530578
7, 1.06116
8, 1.06116
9, 0.530578
10, 0.530578
11, 20.162
12, 1.06116
13, 1.06116
14, 1.06116
15, 0.530578
16, 1.06116
17, 1.06116
18, 0.530578
19, 1.06116
20, 18.5702
21, 1.06116
22, 18.5702
23, 1.06116
24, 18.0397
25, 1.06116
26, 18.5702
27, 1.06116
28, 18.0397
29, 1.06116
30, 19.1008
31, 0.530578
32, 19.1008
33, 1.06116
34, 18.0397
35, 0.530578
36, 18.0397
37, 1.06116
38, 19.1008
39, 0.530578
40, 19.1008
41, 1.06116
42, 19.1008
43, 1.06116
44, 19.6314
45, 1.06116
46, 20.162
47, 1.06116
48, 19.6314
49, 0.530578
50, 1.59173
51, 1.06116
52, 20.162
53, 1.06116
54, 19.6314
55, 1.06116
56, 141.134
57, 1.06116
58, 0.530578
59, 1.06116
60, 1.06116
61, 0.530578
62, 1.06116
63, 1.06116
64, 1.06116
65, 137.95
66, 1.06116
67, 1.06116
68, 0.530578
69, 1.06116
70, 1.06116
71, 0.530578
72, 0.530578
73, 1.06116
74, 1.06116
75, 0.530578
76, 1.06116
77, 1.06116
78, 1.06116
79, 0.530578
80, 1.06116
81, 138.481
82, 1.06116
83, 1.06116
84, 0.530578
85, 1.06116
86, 1.06116
87, 0.530578
88, 1.06116
89, 1.06116
90, 0.530578
91, 1.06116
92, 1.06116
93, 0.530578
94, 1.06116
95, 1.06116
96, 0.530578
97, 136.889
98, 1.06116
99, 1.06116
100, 0.530578
101, 1.59173
102, 1.06116
103, 1.06116
104, 0.530578
105, 1.06116
106, 1.06116
107, 0.530578
108, 1.06116
109, 1.06116
110, 0.530578
111, 1.06116
112, 1.06116
113, 137.95
114, 1.06116
115, 0.530578
116, 1.06116
117, 1.06116
118, 0.530578
119, 1.06116
120, 1.06116
121, 0.530578
122, 1.06116
123, 1.06116
124, 0.530578
125, 0.530578
126, 1.06116
127, 1.06116
128, 0.530578
129, 137.95
130, 1.06116
131, 1.06116
132, 0.530578
