0, 1286.12
1, 1.06116
2, 154.398
3, 1.06116
4, 0.530578
5, 0.530578
6, 1.06116
7, 1.06116
8, 1.06116
9, 0.530578
10, 1.06116
11, 20.162
12, 1.06116
13, 0.530578
14, 1.06116
15, 1.06116
16, 1.06116
17, 0.530578
18, 1.06116
19, 1.06116
20, 18.5702
21, 1.06116
22, 18.5702
23, 1.06116
24, 18.0397
25, 0.530578
26, 18.5702
27, 0.530578
28, 18.0397
29, 0.530578
30, 19.1008
31, 0.530578
32, 19.1008
33, 1.06116
34, 18.0397
35, 0.530578
36, 18.0397
37, 1.06116
38, 19.1008
39, 0.530578
40, 19.1008
41, 1.06116
42, 19.6314
43, 1.06116
44, 55.7107
45, 1.06116
46, 20.6925
47, 1.06116
48, 19.6314
49, 1.06116
50, 19.1008
51, 1.06116
52, 19.1008
53, 1.06116
54, 19.1008
55, 1.06116
56, 141.134
57, 1.06116
58, 0.530578
59, 0.530578
60, 1.06116
61, 1.06116
62, 1.06116
63, 0.530578
64, 1.06116
65, 137.95
66, 0.530578
67, 1.06116
68, 1.06116
69, 1.06116
70, 0.530578
71, 1.06116
72, 1.06116
73, 1.06116
74, 0.530578
75, 1.06116
76, 1.06116
77, 1.06116
78, 0.530578
79, 1.06116
80, 1.06116
81, 172.968
82, 1.06116
83, 1.06116
84, 0.530578
85, 0.530578
86, 1.06116
87, 1.06116
88, 1.06116
89, 0.530578
90, 1.06116
91, 1.06116
92, 1.06116
93, 0.530578
94, 1.06116
95, 1.06116
96, 0.530578
97, 136.889
98, 1.06116
99, 1.06116
100, 1.06116
101, 0.530578
102, 1.06116
103, 1.06116
104, 1.06116
105, 0.530578
106, 1.06116
107, 1.06116
108, 0.530578
109, 0.530578
110, 1.06116
111, 1.06116
112, 1.06116
113, 135.828
114, 1.06116
115, 0.530578
116, 1.06116
117, 1.06116
118, 1.06116
119, 0.530578
120, 1.06116
121, 1.06116
122, 1.06116
123, 0.530578
124, 1.06116
125, 1.06116
126, 1.06116
127, 0.530578
128, 1.06116
129, 156.521
130, 1.06116
131, 0.530578
132, 0.530578
133, 1.06116
134, 1.06116
135, 0.530578
136, 1.06116
137, 1.06116
138, 0.530578
139, 1.06116
140, 1.06116
141, 0.530578
142, 1.06116
143, 1.06116
144, 0.530578
145, 136.889
146, 1.06116
147, 0.530578
148, 1.06116
149, 1.06116
150, 0.530578
151, 0.530578
152, 1.06116
153, 1.06116
154, 0.530578
155, 1.06116
156, 1.06116
157, 0.530578
158, 1.06116
159, 1.06116
160, 0.530578
161, 6.36694
162, 1.06116
163, 1.06116
164, 1.06116
165, 0.530578
166, 1.06116
167, 1.06116
168, 0.530578
169, 1.06116
170, 1.06116
171, 1.06116
172, 0.530578
173, 1.06116
174, 1.06116
175, 0.530578
176, 1.06116
177, 139.011
178, 1.06116
179, 0.530578
180, 1.06116
181, 1.06116
182, 0.530578
183, 1.06116
184, 1.06116
185, 1.06116
186, 0.530578
187, 1.06116
188, 1.06116
189, 0.530578
190, 1.06116
191, 1.06116
192, 0.530578
193, 139.011
194, 1.06116
195, 1.06116
196, 0.530578
197, 1.06116
198, 1.06116
199, 0.530578
200, 1.06116
201, 1.06116
202, 0.530578
203, 0.530578
204, 1.06116
